Full Title,Artist,Genre,Instrument,Year
Thoughts for Da Mind,Steve Colossal,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Steve Colossal feat. Cardiac (1998)
Thoughts for Da Mind,Cardiac,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Steve Colossal feat. Cardiac (1998)
7080902000,Max Pezzali,Rock / Pop,Vocals / Lyrics,by Max Pezzali feat. J-Ax (2020)
7080902000,J-Ax,Rock / Pop,Vocals / Lyrics,by Max Pezzali feat. J-Ax (2020)
Bass Kick,Amen Andrews,Electronic / Dance,Drums,by Amen Andrews (2020)
Motivation,Too Poetic,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Too Poetic (2015)
Champion Sound,The Underworld,Electronic / Dance,Multiple Elements,by The Underworld (1994)
Cabalistic,Nucleus,Electronic / Dance,Drums,by Nucleus and Paradox (2007)
Cabalistic,Paradox,Electronic / Dance,Drums,by Nucleus and Paradox (2007)
The Uno,Supreme NYborn,Hip-Hop / Rap / R&B,Drums,by Supreme NYborn (1991)
Aurinkotuulessa,Elviira & Rake,Rock / Pop,Vocals / Lyrics,by Elviira & Rake (2016)
Ladies (Remix),The Junglites,Electronic / Dance,Drums,by The Junglites (1994)
Yo-da-lin in the Valley,Kid Rock,Hip-Hop / Rap / R&B,Multiple Elements,by Kid Rock (1990)
I Got Talent,Midrange,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Midrange (1988)
2mrw,Layo & Bushwacka!,Electronic / Dance,Drums,by Layo & Bushwacka! (2002)
Next Sound,Just Jungle,Electronic / Dance,Multiple Elements,by Just Jungle (1996)
Jogi,Advanced Dealer,Electronic / Dance,Vocals / Lyrics,by Advanced Dealer and Hybridonhard (2022)
Jogi,Hybridonhard,Electronic / Dance,Vocals / Lyrics,by Advanced Dealer and Hybridonhard (2022)
Sucking on the Rude Decomposing Tit of Lars Ulrich,Sam Fauchon,Electronic / Dance,Drums,by Sam Fauchon (2022)
Something Special,Soundbwoy Killah,Electronic / Dance,Drums,by Soundbwoy Killah (2020)
Raw,Madison Mars,Electronic / Dance,Sound Effect / Other,by Madison Mars (2017)
Athena,Asphalt Jungle,Electronic / Dance,Drums,by Asphalt Jungle (2010)
Shots Fired,LeKtriQue,Electronic / Dance,Multiple Elements,by LeKtriQue and Autodidakt (2015)
Shots Fired,Autodidakt,Electronic / Dance,Multiple Elements,by LeKtriQue and Autodidakt (2015)
Plexure Concentrate,Plunderphonics,Other,Vocals / Lyrics,by Plunderphonics (2010)
Walk Don't Walk,Lab Rats,Electronic / Dance,Drums,by Lab Rats (1996)
जलाना (Jalaana),Culprate,Electronic / Dance,Drums,by Culprate (2022)
The Beat Goes On,Too Smooth,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Too Smooth (1992)
H,Les Little,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Les Little (1992)
Too Doggone Funky,Fracture & Neptune,Electronic / Dance,Drums,by Fracture & Neptune (2004)
R.E.,R.E.,Electronic / Dance,Vocals / Lyrics,by R.E. (1991)
Nothin' but a Party,K.M.C. Kru,Hip-Hop / Rap / R&B,Multiple Elements,by K.M.C. Kru (1992)
Untitled (Cause I'm Fucking Sad),DJ Sailor Moon,Electronic / Dance,Drums,by DJ Sailor Moon (2014)
Groove Me,Z-One,Electronic / Dance,Drums,by Z-One feat. Mark XTC (2003)
Groove Me,Mark XTC,Electronic / Dance,Drums,by Z-One feat. Mark XTC (2003)
Fever Dream,Msymiakos,Electronic / Dance,Drums,by Msymiakos (2020)
Dubplate Circles,Undercover Agent,Electronic / Dance,Drums,by Undercover Agent (1996)
I Like P*Z,Techno Grooves,Electronic / Dance,Drums,by Techno Grooves (1991)
Jet-Star,Tekno Too,Electronic / Dance,Drums,by Tekno Too (1991)
Gatas Gatas Gatas (Scottie B Remix),Edu K,Electronic / Dance,Multiple Elements,by Edu K (2007)
Information Centre,Gappa G & Hyper Hypa,Electronic / Dance,Drums,by Gappa G & Hyper Hypa (1993)
Pinball,Akira Kiteshi,Electronic / Dance,Vocals / Lyrics,by Akira Kiteshi (2009)
Nik Baditut Sei,Fermín Muguruza,Rock / Pop,Drums,by Fermín Muguruza and Dut (1997)
Nik Baditut Sei,Dut,Rock / Pop,Drums,by Fermín Muguruza and Dut (1997)
Murder,Amen Andrews,Electronic / Dance,Drums,by Amen Andrews and Spac Hand Luke (2006)
Murder,Spac Hand Luke,Electronic / Dance,Drums,by Amen Andrews and Spac Hand Luke (2006)
Sopa De Caracol,DJ Laz,Hip-Hop / Rap / R&B,Vocals / Lyrics,by DJ Laz (1991)
More XYZ,The Rhythm Masters,Electronic / Dance,Drums,by The Rhythm Masters (1991)
You Must Not Be Me,Pépe,Electronic / Dance,Drums,by Pépe (2019)
The Dreamer,Technical Itch,Electronic / Dance,Multiple Elements,by Technical Itch (1996)
Mo Love's Original Poppa Large (1990),Ultramagnetic MC's,Hip-Hop / Rap / R&B,Drums,by Ultramagnetic MC's (1998)
FLY Me to the Moon (ディラックの海 Mix),DJ Lucky (Breakcore),Electronic / Dance,Vocals / Lyrics,by DJ Lucky (Breakcore) (1999)
Kreen,Struction,Electronic / Dance,Multiple Elements,by Struction (2016)
16 Track Ting (Original Re-Edit),Bizzy B,Electronic / Dance,Vocals / Lyrics,by Bizzy B (1996)
Unbroken Circle,ISOpussy,Electronic / Dance,Drums,by ISOpussy (2008)
Serial Killer,Sei2ure,Electronic / Dance,Multiple Elements,by Sei2ure (2018)
I Wanna Know,The Meditator,Electronic / Dance,Drums,by The Meditator (2018)
Blooming,Madben,Electronic / Dance,Drums,by Madben (2019)
Get on Up,Rhyme Poets,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Rhyme Poets (1989)
Novinha Do Brasil,Beware,Electronic / Dance,Drums,by Beware and Motorpitch feat. Mc Iguinho (2010)
Novinha Do Brasil,Motorpitch,Electronic / Dance,Drums,by Beware and Motorpitch feat. Mc Iguinho (2010)
Novinha Do Brasil,Mc Iguinho,Electronic / Dance,Drums,by Beware and Motorpitch feat. Mc Iguinho (2010)
Anything Test,Pure,Electronic / Dance,Drums,by Pure (1995)
Here It Comes,Plug,Electronic / Dance,Drums,by Plug (2006)
President,Kentaro Kobayashi,Soundtrack / Library,Vocals / Lyrics,by Kentaro Kobayashi (1996)
Letters,Rebecca & Fiona,Electronic / Dance,Drums,by Rebecca & Fiona (2014)
19.2.1996,Penisland,Electronic / Dance,Sound Effect / Other,by Penisland (2021)
Depths,Anile,Electronic / Dance,Drums,by Anile (2014)
Inspired by the Rift,No Moon,Electronic / Dance,Drums,by No Moon (2017)
Joy,Sounds of Blackness,Hip-Hop / Rap / R&B,Drums,by Sounds of Blackness (1992)
Closer,Hugh Hardie,Electronic / Dance,Multiple Elements,by Hugh Hardie (2014)
Jungle Sound Scape,Potential Bad Boy,Electronic / Dance,Drums,by Potential Bad Boy (1994)
Planet Dance,Studio 2,Electronic / Dance,Drums,by Studio 2 (1993)
Bahamian Born,Balli & the Fat Daddy,Hip-Hop / Rap / R&B,Drums,by Balli & the Fat Daddy (1990)
Ride On,Adalberto,Electronic / Dance,Drums,by Adalberto (2015)
"So Long, I'll Miss You!",Blueberry Sunshine,Electronic / Dance,Vocals / Lyrics,by Blueberry Sunshine (2018)
Other People's Pleasure,Weyheyhey !!,Electronic / Dance,Drums,by Weyheyhey !! (2016)
Total Devastation,Total Devastation,Hip-Hop / Rap / R&B,Multiple Elements,by Total Devastation (1990)
Dushi (Scottie B Remix),Crookers,Electronic / Dance,Drums,by Crookers (2013)
Skat Strut (Club Mix),MC Skat Kat and the Stray Mob,Hip-Hop / Rap / R&B,Multiple Elements,by MC Skat Kat and the Stray Mob (1991)
Murderous,More Bass Than Fingers,Electronic / Dance,Drums,by More Bass Than Fingers (1992)
Please Don't Go,Ferocious,Electronic / Dance,Drums,by Ferocious (1995)
Loving You (Long Time),Jailo,Electronic / Dance,Multiple Elements,by Jailo and Vices (2014)
Loving You (Long Time),Vices,Electronic / Dance,Multiple Elements,by Jailo and Vices (2014)
Keep Up (Jackson Uro Trans Remix),Treasure Fingers,Electronic / Dance,Drums,by Treasure Fingers feat. Haley Small (2011)
Keep Up (Jackson Uro Trans Remix),Haley Small,Electronic / Dance,Drums,by Treasure Fingers feat. Haley Small (2011)
Liz's Breaks,Dolphin (UK Hardcore),Electronic / Dance,Multiple Elements,by Dolphin (UK Hardcore) (2022)
Maybe It's Time,Submorphics,Electronic / Dance,Multiple Elements,by Submorphics feat. Adrienne Richards (2016)
Maybe It's Time,Adrienne Richards,Electronic / Dance,Multiple Elements,by Submorphics feat. Adrienne Richards (2016)
Let Knowledge Be Born,The Resistance (2),Hip-Hop / Rap / R&B,Vocals / Lyrics,by The Resistance (2) (1990)
Tranquility (Big Bud Remix),Aquasky,Electronic / Dance,Drums,by Aquasky (1996)
Have No Fear,Potential Bad Boy,Electronic / Dance,Drums,by Potential Bad Boy (1993)
Blood Moon,Kim Ann Foxman,Electronic / Dance,Drums,by Kim Ann Foxman (2020)
Jungle VIP,Smiley Maxx,Electronic / Dance,Drums,by Smiley Maxx (2013)
Triphekta,Downlink,Electronic / Dance,Drums,by Downlink (2012)
As I Get Funky,Ruthless Rod,Hip-Hop / Rap / R&B,Multiple Elements,by Ruthless Rod and MC Dollar (1989)
As I Get Funky,MC Dollar,Hip-Hop / Rap / R&B,Multiple Elements,by Ruthless Rod and MC Dollar (1989)
Glizzy McGuire (MURDER CLUB Remix),Kreayshawn,Electronic / Dance,Vocals / Lyrics,by Kreayshawn (2021)
Dancer,Addison Groove,Soul / Funk / Disco,Drums,by Addison Groove (2015)
Trustin' on My God,Graham Saber,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Graham Saber feat. Boss and KP (2012)
Trustin' on My God,Boss,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Graham Saber feat. Boss and KP (2012)
Trustin' on My God,KP,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Graham Saber feat. Boss and KP (2012)
Straight From the Soul,LSU,Hip-Hop / Rap / R&B,Multiple Elements,by LSU (1992)
27Hr Day,DJ Please,Electronic / Dance,Drums,by DJ Please (2020)
Honest,Dawn Richard,Electronic / Dance,Drums,by Dawn Richard (2016)
Headspace (Ground Control Mix),Neuroshima,Electronic / Dance,Multiple Elements,by Neuroshima (2016)
HM Tracks 1-8 (Vocals & Shouts),Best Service,Soundtrack / Library,Vocals / Lyrics,by Best Service (1998)
Killing Me Softly (Redo),MOONZz,Electronic / Dance,Multiple Elements,by MOONZz feat. VenessaMichaels (2016)
Killing Me Softly (Redo),VenessaMichaels,Electronic / Dance,Multiple Elements,by MOONZz feat. VenessaMichaels (2016)
Plotinus,Squarepusher,Electronic / Dance,Drums,by Squarepusher (2006)
Five in One Night,Kaotic Chemistry,Electronic / Dance,Drums,by Kaotic Chemistry (1991)
"Hours, Miles & Still...",Sully,Electronic / Dance,Drums,by Sully (2015)
Strenna,The Jaffa Kid,Electronic / Dance,Drums,by The Jaffa Kid (2021)
I Wanna Rock,DJ Amaze,Hip-Hop / Rap / R&B,Multiple Elements,by DJ Amaze (2010)
Believe (Foul Play Remix),E-Z Rollers,Electronic / Dance,Drums,by E-Z Rollers (1994)
U Want Some (Jack's Midnight Mix),Nasty Jack,Electronic / Dance,Multiple Elements,by Nasty Jack feat. Too Smooth (1991)
U Want Some (Jack's Midnight Mix),Too Smooth,Electronic / Dance,Multiple Elements,by Nasty Jack feat. Too Smooth (1991)
Dance Now!,E-De-Cologne,Electronic / Dance,Vocals / Lyrics,by E-De-Cologne (1995)
I Wanna Go Where Da Whoes Go,Cool v (2),Hip-Hop / Rap / R&B,Vocals / Lyrics,by Cool v (2) (1994)
Barefoot Dub (Ramadanman Refix),Jahcoozi,Electronic / Dance,Drums,by Jahcoozi (2010)
Daddy's Beats & Scratch Effects,DJ Daddy K,Hip-Hop / Rap / R&B,Multiple Elements,by DJ Daddy K (1991)
Move!,City Connection,Electronic / Dance,Drums,by City Connection (1996)
Listen Tune (VIP Mix),Just Jungle,Electronic / Dance,Multiple Elements,by Just Jungle (1996)
Sexual Feeling,La Toya Jackson,Rock / Pop,Multiple Elements,by La Toya Jackson (1990)
Fade Away,Dopestyle,Electronic / Dance,Drums,by Dopestyle (1994)
Scandalous,B-Jam,Electronic / Dance,Multiple Elements,by B-Jam (1995)
Togetherness,D.A.M.N.,Hip-Hop / Rap / R&B,Multiple Elements,by D.A.M.N. (1991)
Pay the Price,Credit to the Nation,Hip-Hop / Rap / R&B,Drums,by Credit to the Nation (1991)
2005,girl.mask@yahoo.jp,Electronic / Dance,Drums,by girl.mask@yahoo.jp (2022)
The Fountain,Blu Mar Ten,Electronic / Dance,Multiple Elements,by Blu Mar Ten (1996)
Radio S.P.A.C.E,Electric Universe,Electronic / Dance,Drums,by Electric Universe (1997)
Mucky Crack Funk,Fokus Group,Electronic / Dance,Drums,by Fokus Group (2013)
Feel Da Heat,DJ Ink,Electronic / Dance,Drums,by DJ Ink and J.Dub (2002)
Feel Da Heat,J.Dub,Electronic / Dance,Drums,by DJ Ink and J.Dub (2002)
Feeling So Special,Plug,Electronic / Dance,Drums,by Plug (2012)
No Boundaries,The Jaffa Kid,Electronic / Dance,Vocals / Lyrics,by The Jaffa Kid (2021)
Digable Bass (Aries & Stivs Remix),DJ Rap,Electronic / Dance,Drums,by DJ Rap (2014)
Prologue,Scha Dara Parr,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Scha Dara Parr (1993)
Anna's MCs,The Beastles,Hip-Hop / Rap / R&B,Multiple Elements,by The Beastles (2006)
Routine,Sully,Electronic / Dance,Drums,by Sully (2014)
Where U At,Finesse & Showbiz,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Finesse & Showbiz (1993)
Global Torrents,Jack Ruby,Electronic / Dance,Drums,by Jack Ruby (1994)
Hold on Me,High Contrast,Electronic / Dance,Drums,by High Contrast (2020)
Como Un Yo-Yo (Like a Yo-Yo),Jazzy Mel,Hip-Hop / Rap / R&B,Drums,by Jazzy Mel (1991)
Give Me Love,Tit 4 Tat,Electronic / Dance,Drums,by Tit 4 Tat (1994)
Pump a Little Harder,MC Miker G,Hip-Hop / Rap / R&B,Multiple Elements,by MC Miker G (1990)
Lonely Hearts,Jump Up Crew,Electronic / Dance,Drums,by Jump Up Crew (1993)
CRYSTAL,Yung Lain,Electronic / Dance,Drums,by Yung Lain feat. SPURME (2022)
CRYSTAL,SPURME,Electronic / Dance,Drums,by Yung Lain feat. SPURME (2022)
The Road,Colossus(2),Electronic / Dance,Drums,by Colossus(2) (2015)
DEEP INSIDE ReFIX (INSIDE DUB),Fixate,Electronic / Dance,Drums,by Fixate (2019)
Down With the Sound,Dead Dred,Electronic / Dance,Drums,by Dead Dred (1996)
Sweet Nothin's,Bombalurina,Rock / Pop,Vocals / Lyrics,by Bombalurina (1990)
Irresponsibility,ForteBowie,Hip-Hop / Rap / R&B,Vocals / Lyrics,by ForteBowie (2013)
Gittin' Juicy,Tony Scott,Hip-Hop / Rap / R&B,Multiple Elements,by Tony Scott (1991)
Barracuda,Undercover Agent,Electronic / Dance,Drums,by Undercover Agent (1994)
Crying,Mr. Realistic,Electronic / Dance,Multiple Elements,by Mr. Realistic (1995)
Burro,Dubplate Championz,Electronic / Dance,Drums,by Dubplate Championz (2016)
Demes Shuffle,Allstar Fresh,Hip-Hop / Rap / R&B,Multiple Elements,by Allstar Fresh and M.C. Demes (1989)
Demes Shuffle,M.C. Demes,Hip-Hop / Rap / R&B,Multiple Elements,by Allstar Fresh and M.C. Demes (1989)
Yea,Ghost Town DJ's,Electronic / Dance,Vocals / Lyrics,by Ghost Town DJ's (1996)
"Babe, We're Gonna Love Tonite (12"" Remix)",Funky Sisters,Electronic / Dance,Vocals / Lyrics,by Funky Sisters (1990)
Lef Dem,Sam Binga,Electronic / Dance,Sound Effect / Other,by Sam Binga feat. Redders (2014)
Lef Dem,Redders,Electronic / Dance,Sound Effect / Other,by Sam Binga feat. Redders (2014)
Old Skool Cuts,DJ Rectangle,Hip-Hop / Rap / R&B,Multiple Elements,by DJ Rectangle (1997)
Stupid Fucking Babylon Wanking (RIP DJ Sailor Moon),･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Thing Called Love (On a Mission Mix),The Boys,Hip-Hop / Rap / R&B,Multiple Elements,by The Boys (1990)
Can't Deny the Rhythm,MC Luscious,Hip-Hop / Rap / R&B,Drums,by MC Luscious (1993)
Name of the DJ (Outside Agency Remix),Chosen Few,Electronic / Dance,Multiple Elements,by Chosen Few (1997)
Mossad,GARAGE GANG,Hip-Hop / Rap / R&B,Multiple Elements,by GARAGE GANG (2022)
Footprints,Spirit (Drum & Bass),Electronic / Dance,Drums,by Spirit (Drum & Bass) (2007)
Amen Sister,Extra Breaks,Electronic / Dance,Vocals / Lyrics,by Extra Breaks (1998)
That U.B. Urself,D Boy (2),Hip-Hop / Rap / R&B,Multiple Elements,by D Boy (2) (1990)
The Morning After,E-Z Rollers,Electronic / Dance,Drums,by E-Z Rollers (1996)
The Final Call,Papa J. Smoove,Hip-Hop / Rap / R&B,Drums,by Papa J. Smoove (1990)
W Moim Śnie,Simi (2),Electronic / Dance,Drums,by Simi (2) (2016)
BEACON,Mino Mino,Electronic / Dance,Multiple Elements,by Mino Mino (2015)
Side B (ILL 004),Ill Behaviour,Electronic / Dance,Drums,by Ill Behaviour (2020)
Cutlass,Neil Landstrumm,Electronic / Dance,Drums,by Neil Landstrumm (2020)
Dance Music,Keith Arem,Electronic / Dance,Drums,by Keith Arem (1999)
Zion,Digital,Electronic / Dance,Drums,by Digital (2015)
On the Platform,G Jones,Electronic / Dance,Multiple Elements,by G Jones (2022)
Nice 'N' Slow,Dextrous,Electronic / Dance,Multiple Elements,by Dextrous (1995)
This Is How Ya Like It,Tee Terry Dee,Hip-Hop / Rap / R&B,Multiple Elements,by Tee Terry Dee (1990)
Tashtang,Sickboy,Electronic / Dance,Drums,by Sickboy (2004)
Earthquake,Citadel of Kaos,Electronic / Dance,Drums,by Citadel of Kaos (1993)
Rap Is Rap,Sons of Soul,Hip-Hop / Rap / R&B,Drums,by Sons of Soul (1991)
Just Stop,Flatliner,Electronic / Dance,Drums,by Flatliner (2019)
Life Signs (Bleep Mix),Pépe,Electronic / Dance,Drums,by Pépe (2019)
A State of Mind (Rogue Unit Remixes),Liftin' Spirits,Electronic / Dance,Drums,by Liftin' Spirits feat. Maxine Francis (1994)
A State of Mind (Rogue Unit Remixes),Maxine Francis,Electronic / Dance,Drums,by Liftin' Spirits feat. Maxine Francis (1994)
Just 4 You,Subject 13,Electronic / Dance,Drums,by Subject 13 (1997)
I Wonder Who,Too Smooth,Hip-Hop / Rap / R&B,Multiple Elements,by Too Smooth (1992)
Relieve 2.0,Sven K,Electronic / Dance,Drums,by Sven K (2016)
Part of the Game,Bryan Jones,Electronic / Dance,Multiple Elements,by Bryan Jones (2012)
I Don't Smoke (Deekline & Ed Solo vs System Remix),Deekline,Electronic / Dance,Vocals / Lyrics,by Deekline (2009)
Summertime,Annerley,Electronic / Dance,Vocals / Lyrics,by Annerley (2020)
Clockwork Orange,2 Obsessed,Electronic / Dance,Drums,by 2 Obsessed (1992)
You Ain't All That,3D (2),Soul / Funk / Disco,Multiple Elements,by 3D (2) (1991)
Kindergarten,Vaizo,Electronic / Dance,Drums,by Vaizo (2013)
Slackness,D-Boy Rodriguez,Hip-Hop / Rap / R&B,Multiple Elements,by D-Boy Rodriguez (1990)
Streets of Rave,Cyantific,Electronic / Dance,Vocals / Lyrics,by Cyantific (2012)
Welcome to the Stingzone,Stingray (Electro House),Electronic / Dance,Multiple Elements,by Stingray (Electro House) and DJ $EX (2018)
Welcome to the Stingzone,DJ $EX,Electronic / Dance,Multiple Elements,by Stingray (Electro House) and DJ $EX (2018)
Police Brutality,D2E-Posse,Hip-Hop / Rap / R&B,Multiple Elements,by D2E-Posse (1992)
Hurts (Special Request Remix),Kove,Electronic / Dance,Drums,by Kove feat. Moko (2015)
Hurts (Special Request Remix),Moko,Electronic / Dance,Drums,by Kove feat. Moko (2015)
Leroy,Lennie De Ice,Electronic / Dance,Multiple Elements,by Lennie De Ice (1994)
Rotterdam Soundboy VIP,FFF (2),Electronic / Dance,Drums,by FFF (2) (2013)
Flavored Beats,Sir Stephen,Electronic / Dance,Multiple Elements,by Sir Stephen (2012)
Requiem,Anile,Electronic / Dance,Vocals / Lyrics,by Anile (2014)
Mental Fitness,Makeba & Skratch,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Makeba & Skratch (1991)
Ace Attorney vs Everyone - Aaron's Legal Party,GilvaSunner,Other,Multiple Elements,by GilvaSunner (2016)
Amazing Adventures of DJ White Bitch & MC Fox the Cocaine Lover,DJ Daisy Cheerleader,Electronic / Dance,Drums,by DJ Daisy Cheerleader (2013)
Billy,Jackson and His Computer Band,Electronic / Dance,Drums,by Jackson and His Computer Band (2013)
Too Sweet,Mary Droppinz,Electronic / Dance,Multiple Elements,by Mary Droppinz (2022)
Liberator,Kove,Electronic / Dance,Multiple Elements,by Kove (2014)
Vitrine,Serenace,Electronic / Dance,Drums,by Serenace (2019)
Slave,DJ Buz,Electronic / Dance,Drums,by DJ Buz (1994)
Me When The,Kusoikor,Electronic / Dance,Drums,by Kusoikor (2022)
Ladies,xKore,Electronic / Dance,Multiple Elements,by xKore and F3tch (2013)
Ladies,F3tch,Electronic / Dance,Multiple Elements,by xKore and F3tch (2013)
Crash Pad,Krakota,Electronic / Dance,Multiple Elements,by Krakota (2015)
Go Go Go (Treasure Fingers Remix),Broke One,Electronic / Dance,Vocals / Lyrics,by Broke One (2011)
God Is a Girl (It's Me I Am God),ゼルダ,Electronic / Dance,Drums,by ゼルダ (2022)
Bonus Beat,Redskins (Jungle),Electronic / Dance,Drums,by Redskins (Jungle) (1993)
Untitled (A Side) (Vol. 2),Crowd Pleasers,Electronic / Dance,Drums,by Crowd Pleasers (1994)
You Don't Want None of This,A.W.O.L. (Hip-Hop),Hip-Hop / Rap / R&B,Vocals / Lyrics,by A.W.O.L. (Hip-Hop) (1990)
The Force Is Electric (Remix),Ed Rush,Electronic / Dance,Multiple Elements,by Ed Rush (1995)
Rockin' Music,IBM Nation,Hip-Hop / Rap / R&B,Multiple Elements,by IBM Nation (2015)
Sleeping Forever,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Daydream Life Away,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
≧◡≦,^_^,Electronic / Dance,Drums,by ^_^ (2022)
No Fear (Noko Apollo 440 Mix),Hoodlum Priest,Electronic / Dance,Drums,by Hoodlum Priest (1995)
The Young Hoods,Smoke Flo,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Smoke Flo, Pezaz and Riot the Villain (1991)"
The Young Hoods,Pezaz,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Smoke Flo, Pezaz and Riot the Villain (1991)"
The Young Hoods,Riot the Villain,Hip-Hop / Rap / R&B,Vocals / Lyrics,"by Smoke Flo, Pezaz and Riot the Villain (1991)"
The Door,Dj.Booth,Electronic / Dance,Drums,by Dj.Booth (2020)
Hallucinating,Brothers in Crime,Electronic / Dance,Vocals / Lyrics,by Brothers in Crime (1994)
Me Bota Pra Dancar (Crookers Remix),Edu K,Electronic / Dance,Drums,by Edu K feat. Marina Vello (2008)
Me Bota Pra Dancar (Crookers Remix),Marina Vello,Electronic / Dance,Drums,by Edu K feat. Marina Vello (2008)
King of the Dead,Loffciamcore,Electronic / Dance,Drums,by Loffciamcore (2014)
Brains on Fire,Heretik,Electronic / Dance,Drums,by Heretik (2009)
Remember,Edwud,Electronic / Dance,Multiple Elements,by Edwud (2013)
7 Seconds (Factory Team Remix),Paradise Fall,Electronic / Dance,Vocals / Lyrics,by Paradise Fall (1994)
God,Amen Andrews,Electronic / Dance,Drums,by Amen Andrews (2020)
Lethal Breaks,Bazooka (Jungle & Hardcore),Electronic / Dance,Vocals / Lyrics,by Bazooka (Jungle & Hardcore) (1997)
B#tch City,3LAU,Electronic / Dance,Vocals / Lyrics,by 3LAU (2012)
Dark & Lonely,Kane & the Paraquat,Electronic / Dance,Drums,by Kane & the Paraquat (1994)
Push Don't Pull,Tommy the Cat,Electronic / Dance,Drums,by Tommy the Cat (2020)
Amen Must Die (Amnjk Tribute),CDR,Electronic / Dance,Drums,by CDR (2021)
So Dope (Remix by DJ Gizmo),Square Dimensione,Electronic / Dance,Multiple Elements,by Square Dimensione (1998)
Trip II Eclipse,Dead Man's Chest,Electronic / Dance,Drums,by Dead Man's Chest (2018)
Marked for Death,Madd Syco,Hip-Hop / Rap / R&B,Multiple Elements,by Madd Syco (1994)
Mother Earth,Breakage,Electronic / Dance,Multiple Elements,by Breakage (2003)
Black Magic,DJ Gunshot,Electronic / Dance,Drums,by DJ Gunshot (1994)
2020,SCN1,Electronic / Dance,Drums,by SCN1 (2020)
Rave Timez,DieMantle,Electronic / Dance,Drums,by DieMantle (2016)
Peia,DJ Life,Electronic / Dance,Drums,by DJ Life (2019)
The Overweight Jam,Overweight Pooch,Hip-Hop / Rap / R&B,Multiple Elements,by Overweight Pooch (1991)
Think About Happy Times,External Galaxy,Electronic / Dance,Drums,by External Galaxy (2022)
Deja Tus Penas,Ruben DJ,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Ruben DJ (1989)
Unified,DJ Ignite & DJ Reign,Electronic / Dance,Drums,by DJ Ignite & DJ Reign (1994)
Blackball,KLAX,Electronic / Dance,Sound Effect / Other,by KLAX (2014)
Made in Two Minutes (Foul Play Remix),Bug Kann & the Plastic Jam,Electronic / Dance,Drums,by Bug Kann & the Plastic Jam (1994)
Voyager,DJ Pulse,Electronic / Dance,Drums,by DJ Pulse (1995)
Uneasy,AJ Mutated,Electronic / Dance,Drums,by AJ Mutated (2018)
Facebang (Acid Mix),EPROM,Electronic / Dance,Multiple Elements,by EPROM (2022)
81 BPM,A-Sides,Electronic / Dance,Drums,by A-Sides (1994)
Lesson 7 (The Next Lesson),DJ Bombjack,Hip-Hop / Rap / R&B,Drums,by DJ Bombjack (1999)
'U' Ask for It,Lennie De Ice,Electronic / Dance,Drums,by Lennie De Ice (1994)
Canarie,NakedSlice,Electronic / Dance,Drums,by NakedSlice (2020)
No Sellout,Tuff Crew,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Tuff Crew (1991)
¿Diganme Cual?,El General,Hip-Hop / Rap / R&B,Vocals / Lyrics,by El General (1994)
Glass,Logos,Electronic / Dance,Drums,by Logos (2015)
Raptured,Coco Bryce,Electronic / Dance,Drums,by Coco Bryce (2020)
Trash (Crookers Remix),The Whip,Electronic / Dance,Drums,by The Whip (2008)
Experience Shapes You,Eusebeia,Electronic / Dance,Drums,by Eusebeia (2019)
Throw Ya Handz,DJ Technics,Electronic / Dance,Drums,by DJ Technics (1995)
Folk Riddem Wars,Sickboy,Electronic / Dance,Drums,by Sickboy (2003)
Badboy,Shay (Jungle),Electronic / Dance,Drums,by Shay (Jungle) (2020)
Track A1 (MILITANT001),Unknown Artist (Militant),Electronic / Dance,Drums,by Unknown Artist (Militant) (2020)
Crowd Pleasers 3b,Crowd Pleasers,Electronic / Dance,Drums,by Crowd Pleasers (1994)
Loving the Girl That Hates Me,Weyheyhey !!,Electronic / Dance,Drums,by Weyheyhey !! (2008)
What Does Selecting Mean?,Wetman,Electronic / Dance,Drums,by Wetman (2019)
